name,visit,mjd,w1,w1err,w2,n
J000719.90+253128.6,315.0,56656.92807421,15.9805,0.12436374638774256,14.969,12
J000719.90+253128.6,316.0,56845.077320225,16.076999999999998,0.07805021833505776,14.896,10
J000719.90+253128.6,317.0,57023.85015464,15.98,0.07670656920739717,15.054,15
J000719.90+253128.6,318.0,57206.85511954,15.862,0.08467769947752227,14.925,13
J000719.90+253128.6,319.0,57383.1362851,15.9,0.10284780015340869,14.921,11
J000719.90+253128.6,320.0,57573.93818434,16.005,0.08924566057788,14.98,15
J000719.90+253128.6,321.0,57742.301775044994,15.703,0.04196304720630051,14.8855,12
J000719.90+253128.6,322.0,57938.1190797,15.678999999999998,0.11636238567084316,14.8665,12
J000719.90+253128.6,323.0,58102.9713803,15.687,0.1360685944602148,14.753,13
J000719.90+253128.6,324.0,58302.541363965,15.8125,0.10431007746969459,14.785,12
J000719.90+253128.6,325.0,58463.65516316,15.8735,0.07402889068623558,14.9955,12
J000719.90+253128.6,326.0,58669.39950821,15.858,0.08866976063543909,14.768,15
J000719.90+253128.6,327.0,58830.75285387,15.728,0.07281945668448567,14.882,11
J000719.90+253128.6,328.0,59033.551715505004,15.746500000000001,0.11419247098855075,14.6735,12
J000719.90+253128.6,329.0,59194.94938975,15.784,0.067533803290072,14.828,11
J000719.90+253128.6,330.0,59400.66101271,15.5655,0.08615728722275552,14.4345,14
J000719.90+253128.6,331.0,59560.549443525,15.754999999999999,0.07513713223785294,14.7105,22
J000719.90+253128.6,332.0,59764.83996792,15.579,0.07168872522088184,14.627,15
J000719.90+253128.6,333.0,59926.27771751,15.5355,0.12401247429036909,14.689,12
J000719.90+253128.6,334.0,60128.96636642,15.668,0.09250486793032567,14.506499999999999,13
J000719.90+253128.6,335.0,60290.52975663,15.578,0.0757501963954264,14.804,15
J000719.90+253128.6,336.0,60495.9814994,15.425,0.16566644427450705,14.318,7
J000750.51+005815.2,315.0,56647.534464804994,15.028,0.03177883784655026,14.336500000000001,10
J000750.51+005815.2,316.0,56835.41016718,15.092,0.07805775200387147,14.102,11
J000750.51+005815.2,317.0,57012.1492953,14.923,0.03405088827954762,14.035,11
J000750.51+005815.2,318.0,57197.247436264995,14.977,0.06857226137804553,14.161999999999999,12
J000750.51+005815.2,319.0,57371.39529721,14.747,0.039657422684596134,13.833,13
J000750.51+005815.2,320.0,57561.396239215,14.7345,0.04520351339140452,13.818999999999999,12
J000750.51+005815.2,321.0,57733.35703576,14.704,0.03552209853142709,13.686,11
J000750.51+005815.2,322.0,57928.46649404,14.487,0.02279832996201001,13.615,13
J000750.51+005815.2,323.0,58093.96641572,14.559000000000001,0.04887090885846536,13.674,12
J000750.51+005815.2,324.0,58292.59921595,14.6675,0.05222052950214649,13.848500000000001,12
J000750.51+005815.2,325.0,58454.55558862,14.786,0.039110279158317364,13.931000000000001,10
J000750.51+005815.2,326.0,58656.941866265,14.8265,0.050545049989968,13.944500000000001,20
J000750.51+005815.2,327.0,58818.84394722,14.8,0.08261602052593736,13.842,13
J000750.51+005815.2,328.0,59023.97629705,14.879000000000001,0.06752153199263487,13.9705,12
J000750.51+005815.2,329.0,59185.92125559,14.798,0.057352498188206986,13.93,9
J000750.51+005815.2,330.0,59388.08338797,15.105,0.08463887601796595,14.146,11
J000750.51+005815.2,331.0,59550.12338706,14.998,0.0322822154411324,14.063,11
J000750.51+005815.2,332.0,59755.12358359,15.184,0.0675094828049928,14.178,11
J000750.51+005815.2,333.0,59916.664011635,15.274999999999999,0.053944763726667684,14.1885,24
